DeelGemeenteNaam,GemeenteAdres,GemeenteEmail,GemeenteFax,GemeenteKalender,GemeenteNaam,GemeentePostcode,GemeenteTel,GemeenteWebsite,ICAdres,ICEmail,ICFax,ICGemeenteNaam,ICKalender,ICPostcode,ICTel,ICWebsite,ICnaam
MACQUENOISE,"Grand'Place, 1",,060 51 28 76,,MOMIGNIES,6590,060 51 11 11,http://www.momignies.be/,Rue 't Serstevens 28,info.sud.hainaut@ipalle.be,071 59 12 05,THUIN,http://www.ipalle.be/Accueil.aspx,B-6530,071 59 12 02,http://www.ipalle.be,Ipalle Sud-Hainaut
BEAUWELZ,"Grand'Place, 1",,060 51 28 76,,MOMIGNIES,6590,060 51 11 11,http://www.momignies.be/,Rue 't Serstevens 28,info.sud.hainaut@ipalle.be,071 59 12 05,THUIN,http://www.ipalle.be/Accueil.aspx,B-6530,071 59 12 02,http://www.ipalle.be,Ipalle Sud-Hainaut
FORGES-PHILIPPE,"Grand'Place, 1",,060 51 28 76,,MOMIGNIES,6590,060 51 11 11,http://www.momignies.be/,Rue 't Serstevens 28,info.sud.hainaut@ipalle.be,071 59 12 05,THUIN,http://www.ipalle.be/Accueil.aspx,B-6530,071 59 12 02,http://www.ipalle.be,Ipalle Sud-Hainaut
BASTOGNE,"rue du Vivier, 58",bastogne@bastogne.be,061 21 59 09,,BASTOGNE,6600,061 24 09 00,http://www.bastogne.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
MARTELANGE,"Grand'Rue, 6",,063 60 01 75,,MARTELANGE,6630,063 60 01 73,http://www.martelange.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
FAUVILLERS,"Centre, 86",commune@fauvillers.be,063 60 12 75,,FAUVILLERS,6637,063 60 00 93,http://www.fauvillers.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
VAUX-SUR-SURE,"place du Marché, 1",,061 25 58 03,,VAUX-SUR-SURE,6640,061 25 00 00,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
JUSERET,"place du Marché, 1",,061 25 58 03,,VAUX-SUR-SURE,6640,061 25 00 00,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
HOUFFALIZE,"rue de Schaerbeek, 1",,061 28 00 41,,HOUFFALIZE,6660,061 28 00 55,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
MONT,"rue de Schaerbeek, 1",,061 28 00 41,,HOUFFALIZE,6660,061 28 00 55,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
TAVIGNY,"rue de Schaerbeek, 1",,061 28 00 41,,HOUFFALIZE,6660,061 28 00 55,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
MABOMPRE,"rue de Schaerbeek, 1",,061 28 00 41,,HOUFFALIZE,6660,061 28 00 55,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
WIBRIN,"rue de Schaerbeek, 1",,061 28 00 41,,HOUFFALIZE,6660,061 28 00 55,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
GOUVY,"rue Bovigny, 59",secretariat@gouvyadm.be,080 29 29 39,,GOUVY,6670,080 29 29 29,http://www.gouvy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
BOVIGNY,"rue Bovigny, 59",secretariat@gouvyadm.be,080 29 29 39,,GOUVY,6670,080 29 29 29,http://www.gouvy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
BEHO,"rue Bovigny, 59",secretariat@gouvyadm.be,080 29 29 39,,GOUVY,6670,080 29 29 29,http://www.gouvy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
CHERAIN,"rue Bovigny, 59",secretariat@gouvyadm.be,080 29 29 39,,GOUVY,6670,080 29 29 29,http://www.gouvy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
MONTLEBAN,"rue Bovigny, 59",secretariat@gouvyadm.be,080 29 29 39,,GOUVY,6670,080 29 29 29,http://www.gouvy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
SAINTE-ODE,"Amberloup, 19",,061 68 89 62,,SAINTE-ODE,6680,061 68 88 58,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
LAVACHERIE,"Amberloup, 19",,061 68 89 62,,SAINTE-ODE,6680,061 68 88 58,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
FLAMIERGE,"Grand'Rue, 1",,061 20 65 51,,BERTOGNE,6687,061 21 61 09,http://www.bertogne.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
BERTOGNE,"Grand'Rue, 1",,061 20 65 51,,BERTOGNE,6687,061 21 61 09,http://www.bertogne.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
LONGCHAMPS,"Grand'Rue, 1",,061 20 65 51,,BERTOGNE,6687,061 21 61 09,http://www.bertogne.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
VIELSALM,"rue de l'Hôtel de Ville, 5",,080 21 72 66,,VIELSALM,6690,080 29 28 27,http://www.vielsalm.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
PETIT-THIER,"rue de l'Hôtel de Ville, 5",,080 21 72 66,,VIELSALM,6690,080 29 28 27,http://www.vielsalm.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
GRAND-HALLEUX,"rue de l'Hôtel de Ville, 5",,080 21 72 66,,VIELSALM,6690,080 29 28 27,http://www.vielsalm.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
ARLON,"rue Paul Reuter, 8",adm.com.arlon@skynet.be,063 22 29 75,,ARLON,6700,063 24 56 00,http://www.arlon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
GUIRSCH,"rue Paul Reuter, 8",adm.com.arlon@skynet.be,063 22 29 75,,ARLON,6700,063 24 56 00,http://www.arlon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
AUTELBAS,"rue Paul Reuter, 8",adm.com.arlon@skynet.be,063 22 29 75,,ARLON,6700,063 24 56 00,http://www.arlon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
ATTERT,"voie de la Liberté, 107",,063 24 27 71,,ATTERT,6717,063 24 27 70,http://www.attert.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
HABAY,"parc communal du Châtelet, ",habay@habay.be,063 42 36 28,,HABAY,6720,063 42 30 42,http://www.habay.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
ANLIER,"parc communal du Châtelet, ",habay@habay.be,063 42 36 28,,HABAY,6720,063 42 30 42,http://www.habay.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
HABAY-LA-VIEILLE,"parc communal du Châtelet, ",habay@habay.be,063 42 36 28,,HABAY,6720,063 42 30 42,http://www.habay.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
HOUDEMONT,"parc communal du Châtelet, ",habay@habay.be,063 42 36 28,,HABAY,6720,063 42 30 42,http://www.habay.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
TINTIGNY,"Grand'Rue, 76",adm.tintigny@ping.be,063 44 51 63,,TINTIGNY,6730,063 44 02 10,http://www.tintigny.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
ETALLE,"rue du Moulin, 15",,063 45 63 27,,ETALLE,6740,063 45 51 74,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
VANCE,"rue du Moulin, 15",,063 45 63 27,,ETALLE,6740,063 45 51 74,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
CHANTEMELLE,"rue du Moulin, 15",,063 45 63 27,,ETALLE,6740,063 45 51 74,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
BUZENOL,"rue du Moulin, 15",,063 45 63 27,,ETALLE,6740,063 45 51 74,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
SAINT-LEGER (LUX.),"rue du Château, 19",,063 23 95 82,,SAINT-LEGER (LUX.),6747,063 23 92 94,http://www.saint-leger.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
MUSSON,"place Abbé Goffinet, 1",,063 67 52 46,,MUSSON,6750,063 67 73 37,http://www.musson.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
VIRTON,"rue Charles Magnette, 19",virton@virton.be,063 57 01 49,,VIRTON,6760,063 57 06 90,http://www.virton.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
LATOUR,"rue Charles Magnette, 19",virton@virton.be,063 57 01 49,,VIRTON,6760,063 57 06 90,http://www.virton.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
SAINT-MARD,"rue Charles Magnette, 19",virton@virton.be,063 57 01 49,,VIRTON,6760,063 57 06 90,http://www.virton.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
ROUVROY,"rue du 8 Septembre, 41",,063 58 86 73,,ROUVROY,6767,063 58 86 60,http://www.rouvroy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
MEIX-DEVANT-VIRTON,"rue de Gérouville, 5",,063 58 18 72,,MEIX-DEVANT-VIRTON,6769,063 57 80 51,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
MESSANCY,"Grand'Rue, 100",,063 38 34 15,,MESSANCY,6780,063 38 82 61,http://www.messancy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
SELANGE,"Grand'Rue, 100",,063 38 34 15,,MESSANCY,6780,063 38 82 61,http://www.messancy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
HABERGY,"Grand'Rue, 100",,063 38 34 15,,MESSANCY,6780,063 38 82 61,http://www.messancy.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
AUBANGE,"rue Haute, 22",,063 38 52 87,,ATHUS,6791,063 38 12 50,http://www.aubange.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
ATHUS,"rue Haute, 22",,063 38 52 87,,ATHUS,6791,063 38 12 50,http://www.aubange.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
HALANZY,"rue Haute, 22",,063 38 52 87,,ATHUS,6791,063 38 12 50,http://www.aubange.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
LIBRAMONT-CHEVIGNY,"place Communale, 9",bernard.lambert@publilink.be,061 22 57 19,,LIBRAMONT-CHEVIGNY,6800,061 22 21 18,http://www.libramont.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
CHINY,"rue Neuve, 33",,061 32 53 65,,CHINY,6810,061 32 53 53,http://www.chiny.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
LES BULLES,"rue Neuve, 33",,061 32 53 65,,CHINY,6810,061 32 53 53,http://www.chiny.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
SUXY,"rue Neuve, 33",,061 32 53 65,,CHINY,6810,061 32 53 53,http://www.chiny.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
TERMES,"rue Neuve, 33",,061 32 53 65,,CHINY,6810,061 32 53 53,http://www.chiny.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
FLORENVILLE,"rue du Château, 5",,061 31 39 77,,FLORENVILLE,6820,061 32 51 50,http://www.florenville.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
LACUISINE,"rue du Château, 5",,061 31 39 77,,FLORENVILLE,6820,061 32 51 50,http://www.florenville.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
VILLERS-DEVANT-ORVAL,"rue du Château, 5",,061 31 39 77,,FLORENVILLE,6820,061 32 51 50,http://www.florenville.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
CHASSEPIERRE,"rue du Château, 5",,061 31 39 77,,FLORENVILLE,6820,061 32 51 50,http://www.florenville.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
BOUILLON,"place Ducale, 1",commune@bouillon.be,061 46 80 48,,BOUILLON,6830,061 46 74 11,http://www.bouillon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
NOIREFONTAINE,"place Ducale, 1",commune@bouillon.be,061 46 80 48,,BOUILLON,6830,061 46 74 11,http://www.bouillon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
SENSENRUTH,"place Ducale, 1",commune@bouillon.be,061 46 80 48,,BOUILLON,6830,061 46 74 11,http://www.bouillon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
UCIMONT,"place Ducale, 1",commune@bouillon.be,061 46 80 48,,BOUILLON,6830,061 46 74 11,http://www.bouillon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
BELLEVAUX,"place Ducale, 1",commune@bouillon.be,061 46 80 48,,BOUILLON,6830,061 46 74 11,http://www.bouillon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
DOHAN,"place Ducale, 1",commune@bouillon.be,061 46 80 48,,BOUILLON,6830,061 46 74 11,http://www.bouillon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
CORBION,"place Ducale, 1",commune@bouillon.be,061 46 80 48,,BOUILLON,6830,061 46 74 11,http://www.bouillon.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
